         1781202 function calls (1758822 primitive calls) in 2.859 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 wrappers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wrappers.py:249(UArrayArg)
        1    0.000    0.000    0.000    0.000 wrappers.py:292(_GufuncWrapper)
        1    0.000    0.000    0.000    0.000 wrappers.py:479(_GufuncObjectWrapper)
        1    0.000    0.000    0.000    0.000 wrappers.py:602(GUArrayArg)
        1    0.000    0.000    0.000    0.000 wrappers.py:667(_ScalarArgLoader)
        1    0.000    0.000    0.000    0.000 wrappers.py:687(_ArrayArgLoader)
        1    0.000    0.000    0.000    0.000 wrappers.py:730(_ArrayAsScalarArgLoader)
        1    0.000    0.000    0.001    0.001 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1102(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1180(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1932(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2159(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2209(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2227(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:317(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:42(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:46(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:591(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:614(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:753(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
     2277    0.011    0.000    0.011    0.000 {built-in method __new__ of type object at 0x00007FFEDD4F1C60}
      808    0.003    0.000    0.003    0.000 {built-in method _abc._abc_init}
      136    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
  251/231    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        7    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
       10    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_right}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       30    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        4    0.003    0.001    0.003    0.001 {built-in method _ctypes.LoadLibrary}
       87    0.001    0.000    0.001    0.000 {built-in method _ctypes.POINTER}
       26    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
       44    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      407    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     2903    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       16    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
    34/32    0.024    0.001    0.030    0.001 {built-in method _imp.create_dynamic}
       16    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    34/29    0.002    0.000    0.012    0.000 {built-in method _imp.exec_dynamic}
      106    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      456    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     2903    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
      113    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      665    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      517    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
      224    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       25    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      970    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
     2015    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       23    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        3    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
       36    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.ConnectNamedPipe}
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.CreateFile}
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.CreateNamedPipe}
        5    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
        5    0.030    0.006    0.030    0.006 {built-in method _winapi.CreateProcess}
       31    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
       34    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.GetStdHandle}
       16    0.000    0.000    0.000    0.000 {built-in method _winapi.OpenProcess}
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.SetNamedPipeHandleState}
        7    0.001    0.000    0.001    0.000 {built-in method _winapi.WaitForSingleObject}
        5    0.000    0.000    0.000    0.000 {built-in method _winapi.WriteFile}
        7    0.000    0.000    0.000    0.000 {built-in method atexit.register}
1790/1782    0.018    0.000    0.066    0.000 {built-in method builtins.__build_class__}
   449/24    0.001    0.000    0.647    0.027 {built-in method builtins.__import__}
      100    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      217    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      162    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.bin}
      298    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      903    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      321    0.016    0.000    0.016    0.000 {built-in method builtins.compile}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       66    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       54    0.004    0.000    0.004    0.000 {built-in method builtins.eval}
    728/1    0.002    0.000    2.860    2.860 {built-in method builtins.exec}
59280/59277    0.035    0.000    0.036    0.000 {built-in method builtins.getattr}
      464    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
4552/4329    0.002    0.000    0.021    0.000 {built-in method builtins.hasattr}
15232/15208    0.002    0.000    0.002    0.000 {built-in method builtins.hash}
     2656    0.000    0.000    0.000    0.000 {built-in method builtins.id}
    25314    0.003    0.000    0.004    0.000 {built-in method builtins.isinstance}
     2866    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
      149    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
33819/30632    0.004    0.000    0.005    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     3288    0.002    0.000    0.003    0.000 {built-in method builtins.max}
     5003    0.001    0.000    0.001    0.000 {built-in method builtins.min}
13550/13542    0.002    0.000    0.003    0.000 {built-in method builtins.next}
     2199    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
    10653    0.003    0.000    0.003    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     3008    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
13197/13177    0.023    0.000    0.054    0.000 {built-in method builtins.sorted}
        7    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     1222    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      276    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      407    0.131    0.000    0.131    0.000 {built-in method io.open_code}
        9    0.001    0.000    0.001    0.000 {built-in method io.open}
    12288    0.008    0.000    0.008    0.000 {built-in method itertools.tee}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      407    0.044    0.000    0.044    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method msvcrt.get_osfhandle}
        5    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
        1    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
       22    0.002    0.000    0.002    0.000 {built-in method nt._getfinalpathname}
        5    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
      502    0.001    0.000    0.001    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 {built-in method nt.close}
        2    0.000    0.000    0.000    0.000 {built-in method nt.cpu_count}
     5606    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.000    0.000 {built-in method nt.get_terminal_size}
      107    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       47    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
      149    0.012    0.000    0.012    0.000 {built-in method nt.listdir}
        3    0.000    0.000    0.000    0.000 {built-in method nt.lstat}
        1    0.000    0.000    0.000    0.000 {built-in method nt.open}
        3    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
        1    0.000    0.000    0.000    0.000 {built-in method nt.readlink}
        1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
     2236    0.099    0.000    0.099    0.000 {built-in method nt.stat}
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
        2    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 {built-in method numba._dispatcher.typeof_init}
        1    0.000    0.000    0.000    0.000 {built-in method numba.core.runtime._nrt_python.memsys_set_atomic_cas}
        1    0.000    0.000    0.000    0.000 {built-in method numba.core.runtime._nrt_python.memsys_set_atomic_inc_dec}
        1    0.000    0.000    0.000    0.000 {built-in method numba.core.runtime._nrt_python.memsys_use_cpython_allocator}
        2    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.get_pointer}
        1    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.new_type_manager}
      176    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.set_compatible}
     1157    0.004    0.000    0.004    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      305    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
    98315    0.151    0.000    0.582    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       80    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        4    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        5    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
      256    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        3    0.000    0.000    0.000    0.000 {built-in method time.time}
      910    0.000    0.000    0.000    0.000 {built-in method unicodedata.east_asian_width}
