         1781202 function calls (1758822 primitive calls) in 2.859 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.010    0.010 lowering.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lowering.py:19(BaseLower)
        1    0.000    0.000    0.000    0.000 lowering.py:275(Lower)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        3    0.000    0.000    2.865    0.955 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:104(SerialSuite)
        1    0.000    0.000    0.000    0.000 main.py:124(BasicTestRunner)
        1    0.000    0.000    0.000    0.000 main.py:139(NumbaTestProgram)
     1024    0.027    0.000    0.702    0.001 main.py:18(fitness_cache)
        1    0.000    0.000    0.000    0.000 main.py:485(ReferenceLeakError)
        1    0.000    0.000    0.000    0.000 main.py:489(IntPool)
        1    0.000    0.000    0.000    0.000 main.py:495(RefleakTestResult)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 main.py:573(RefleakTestRunner)
        1    0.000    0.000    0.000    0.000 main.py:577(ParallelTestResult)
        1    0.000    0.000    0.000    0.000 main.py:596(_MinimalResult)
        1    0.000    0.000    0.000    0.000 main.py:625(_FakeStringIO)
        1    0.000    0.000    0.000    0.000 main.py:637(_MinimalRunner)
        1    0.000    0.000    0.000    0.000 main.py:714(ParallelTestRunner)
        1    0.000    0.000    0.000    0.000 main.py:88(TestLister)
        1    0.000    0.000    0.000    0.000 make_pdf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 make_pdf.py:52(<dictcomp>)
        1    0.000    0.000    0.000    0.000 manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 manager.py:10(__init__)
       90    0.000    0.000    0.000    0.000 manager.py:16(register)
        3    0.000    0.000    0.000    0.000 manager.py:22(lookup)
        3    0.000    0.000    0.000    0.000 manager.py:33(__getitem__)
        1    0.000    0.000    0.000    0.000 manager.py:6(DataModelManager)
        1    0.000    0.000    0.000    0.000 markers.py:212(Undefined)
        1    0.000    0.000    0.000    0.000 markers.py:295(Marker)
        1    0.000    0.000    0.000    0.000 markers.py:34(InvalidMarker)
        1    0.000    0.000    0.002    0.002 markers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:40(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:46(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 markers.py:53(Node)
        1    0.000    0.000    0.000    0.000 markers.py:71(Variable)
        1    0.000    0.000    0.000    0.000 markers.py:77(Value)
        1    0.000    0.000    0.000    0.000 markers.py:83(Op)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.093    0.093 metadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 metadata.py:392(completar_metadata)
        1    0.000    0.000    0.000    0.000 metadata.py:396(<listcomp>)
       12    0.000    0.000    0.000    0.000 metadata.py:400(<listcomp>)
       12    0.000    0.000    0.000    0.000 metadata.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 metadata.py:497(criar_cromossomos)
        1    0.000    0.000    0.000    0.000 migration.py:4(<module>)
        1    0.000    0.000    0.012    0.012 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:101(VarArg)
        4    0.000    0.000    0.000    0.000 misc.py:108(__init__)
       10    0.000    0.000    0.000    0.000 misc.py:112(key)
        1    0.000    0.000    0.000    0.000 misc.py:117(Module)
        1    0.000    0.000    0.000    0.000 misc.py:127(MemInfoPointer)
        1    0.000    0.000    0.000    0.000 misc.py:144(CPointer)
        1    0.000    0.000    0.000    0.000 misc.py:17(Phantom)
        1    0.000    0.000    0.000    0.000 misc.py:170(EphemeralPointer)
        1    0.000    0.000    0.000    0.000 misc.py:178(EphemeralArray)
        1    0.000    0.000    0.000    0.000 misc.py:195(Object)
        1    0.000    0.000    0.000    0.000 misc.py:209(Optional)
        1    0.000    0.000    0.000    0.000 misc.py:24(Undefined)
        1    0.000    0.000    0.000    0.000 misc.py:259(NoneType)
        1    0.000    0.000    0.000    0.000 misc.py:273(EllipsisType)
        1    0.000    0.000    0.000    0.000 misc.py:279(ExceptionClass)
        1    0.000    0.000    0.000    0.000 misc.py:303(ExceptionInstance)
        1    0.000    0.000    0.000    0.000 misc.py:320(SliceType)
        2    0.000    0.000    0.000    0.000 misc.py:322(__init__)
        2    0.000    0.000    0.000    0.000 misc.py:328(key)
        1    0.000    0.000    0.000    0.000 misc.py:333(SliceLiteral)
        1    0.000    0.000    0.000    0.000 misc.py:34(RawPointer)
        1    0.000    0.000    0.000    0.000 misc.py:349(ClassInstanceType)
        1    0.000    0.000    0.000    0.000 misc.py:40(StringLiteral)
        1    0.000    0.000    0.000    0.000 misc.py:401(ClassType)
        1    0.000    0.000    0.000    0.000 misc.py:450(DeferredType)
        1    0.000    0.000    0.000    0.000 misc.py:478(ClassDataType)
        1    0.000    0.000    0.000    0.000 misc.py:492(ContextManager)
        1    0.000    0.000    0.000    0.000 misc.py:519(UnicodeType)
        1    0.000    0.000    0.000    0.000 misc.py:521(__init__)
        1    0.000    0.000    0.000    0.000 misc.py:529(UnicodeIteratorType)
        1    0.000    0.000    0.000    0.000 misc.py:8(PyObject)
        1    0.000    0.000    0.000    0.000 misc.py:83(Omitted)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.001    0.001 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:1011(CharSeq)
        1    0.000    0.000    0.000    0.000 models.py:1043(CContiguousFlatIter)
        1    0.000    0.000    0.000    0.000 models.py:1059(FlatIter)
        1    0.000    0.000    0.000    0.000 models.py:1072(UniTupleIter)
        1    0.000    0.000    0.000    0.000 models.py:1080(SliceModel)
        1    0.000    0.000    0.000    0.000 models.py:1091(NPDatetimeModel)
        1    0.000    0.000    0.000    0.000 models.py:1099(ArrayIterator)
        1    0.000    0.000    0.000    0.000 models.py:11(DataModel)
        1    0.000    0.000    0.000    0.000 models.py:1108(EnumerateType)
        1    0.000    0.000    0.000    0.000 models.py:1117(ZipType)
        1    0.000    0.000    0.000    0.000 models.py:1125(RangeIteratorType)
        1    0.000    0.000    0.000    0.000 models.py:1136(GeneratorModel)
        1    0.000    0.000    0.000    0.000 models.py:1191(ArrayCTypesModel)
        1    0.000    0.000    0.000    0.000 models.py:1200(RangeModel)
        1    0.000    0.000    0.000    0.000 models.py:1212(NdIndexModel)
        1    0.000    0.000    0.000    0.000 models.py:1243(NdIter)
        1    0.000    0.000    0.000    0.000 models.py:1278(DeferredStructModel)
        1    0.000    0.000    0.000    0.000 models.py:1359(StructPayloadModel)
        1    0.000    0.000    0.000    0.000 models.py:1368(StructRefModel)
        1    0.000    0.000    0.000    0.000 models.py:157(OmittedArgDataModel)
        1    0.000    0.000    0.000    0.000 models.py:176(BooleanModel)
        1    0.000    0.000    0.000    0.000 models.py:221(PrimitiveModel)
        3    0.000    0.000    0.000    0.000 models.py:226(__init__)
        3    0.000    0.000    0.000    0.000 models.py:230(get_value_type)
        1    0.000    0.000    0.000    0.000 models.py:252(ProxyModel)
        1    0.000    0.000    0.000    0.000 models.py:288(EnumModel)
        1    0.000    0.000    0.000    0.000 models.py:299(OpaqueModel)
        2    0.000    0.000    0.000    0.000 models.py:332(__init__)
        1    0.000    0.000    0.000    0.000 models.py:337(MemInfoModel)
        3    0.000    0.000    0.000    0.000 models.py:34(__init__)
        1    0.000    0.000    0.000    0.000 models.py:350(IntegerModel)
        1    0.000    0.000    0.000    0.000 models.py:353(__init__)
        1    0.000    0.000    0.000    0.000 models.py:358(FloatModel)
        1    0.000    0.000    0.000    0.000 models.py:370(PointerModel)
        1    0.000    0.000    0.000    0.000 models.py:379(EphemeralPointerModel)
        1    0.000    0.000    0.000    0.000 models.py:396(EphemeralArrayModel)
        1    0.000    0.000    0.000    0.000 models.py:419(ExternalFuncPointerModel)
        1    0.000    0.000    0.000    0.000 models.py:431(UniTupleModel)
        1    0.000    0.000    0.000    0.000 models.py:48(get_argument_type)
        1    0.000    0.000    0.000    0.000 models.py:503(CompositeModel)
        1    0.000    0.000    0.000    0.000 models.py:510(StructModel)
        1    0.000    0.000    0.000    0.000 models.py:53(get_return_type)
        1    0.000    0.000    0.000    0.000 models.py:718(ComplexModel)
        1    0.000    0.000    0.000    0.000 models.py:730(TupleModel)
        1    0.000    0.000    0.000    0.000 models.py:741(UnionModel)
        1    0.000    0.000    0.000    0.000 models.py:753(PairModel)
        1    0.000    0.000    0.000    0.000 models.py:761(ListPayloadModel)
        1    0.000    0.000    0.000    0.000 models.py:778(ListModel)
        1    0.000    0.000    0.000    0.000 models.py:791(ListIterModel)
        1    0.000    0.000    0.000    0.000 models.py:804(SetEntryModel)
        1    0.000    0.000    0.000    0.000 models.py:816(SetPayloadModel)
        1    0.000    0.000    0.000    0.000 models.py:836(SetModel)
        1    0.000    0.000    0.000    0.000 models.py:848(SetIterModel)
        1    0.000    0.000    0.000    0.000 models.py:862(ArrayModel)
        1    0.000    0.000    0.000    0.000 models.py:884(ArrayFlagsModel)
        1    0.000    0.000    0.000    0.000 models.py:893(NestedArrayModel)
        1    0.000    0.000    0.000    0.000 models.py:904(OptionalModel)
        1    0.000    0.000    0.000    0.000 models.py:935(RecordModel)
        1    0.000    0.000    0.000    0.000 models.py:979(UnicodeCharSeq)
        2    0.000    0.000    0.004    0.002 module.py:1(<module>)
        2    0.000    0.000    0.000    0.000 module.py:109(verify)
        4    0.000    0.000    0.001    0.000 module.py:11(parse_assembly)
        3    0.000    0.000    0.000    0.000 module.py:124(name)
        3    0.000    0.000    0.000    0.000 module.py:132(get_global)
       11    0.000    0.000    0.000    0.000 module.py:138(add_global)
        1    0.000    0.000    0.000    0.000 module.py:138(data_layout)
        3    0.000    0.000    0.000    0.000 module.py:145(get_unique_name)
        1    0.000    0.000    0.001    0.001 module.py:160(link_in)
        4    0.000    0.000    0.000    0.000 module.py:169(global_variables)
        4    0.000    0.000    0.000    0.000 module.py:182(functions)
        1    0.000    0.000    0.000    0.000 module.py:204(_Iterator)
        3    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
        3    0.000    0.000    0.002    0.001 module.py:207(_get_body_lines)
        8    0.000    0.000    0.000    0.000 module.py:208(__init__)
        3    0.000    0.000    0.000    0.000 module.py:209(<listcomp>)
        4    0.000    0.000    0.000    0.000 module.py:21(_fix_metadata_operands)
        3    0.000    0.000    0.002    0.001 module.py:212(<listcomp>)
       49    0.000    0.000    0.001    0.000 module.py:213(__next__)
        3    0.000    0.000    0.000    0.000 module.py:215(_get_metadata_lines)
        8    0.000    0.000    0.000    0.000 module.py:222(__iter__)
        1    0.000    0.000    0.000    0.000 module.py:226(_GlobalsIterator)
        4    0.000    0.000    0.000    0.000 module.py:230(_dispose)
        3    0.000    0.000    0.002    0.001 module.py:233(__repr__)
       13    0.000    0.000    0.000    0.000 module.py:233(_next)
        1    0.000    0.000    0.000    0.000 module.py:237(_FunctionsIterator)
        4    0.000    0.000    0.000    0.000 module.py:241(_dispose)
       36    0.000    0.000    0.001    0.000 module.py:244(_next)
        1    0.000    0.000    0.000    0.000 module.py:248(_TypesIterator)
        4    0.000    0.000    0.000    0.000 module.py:45(add_metadata)
        1    0.000    0.000    0.000    0.000 module.py:47(ModuleRef)
        4    0.000    0.000    0.000    0.000 module.py:52(__init__)
        1    0.000    0.000    0.000    0.000 module.py:56(__str__)
        1    0.000    0.000    0.000    0.000 module.py:6(Module)
        3    0.000    0.000    0.000    0.000 module.py:7(__init__)
        1    0.000    0.000    0.000    0.000 module.py:76(_dispose)
        1    0.000    0.000    0.002    0.002 more.py:1(<module>)
        1    0.000    0.000    0.000    0.000 more.py:1564(UnequalIterablesError)
        1    0.000    0.000    0.000    0.000 more.py:1971(numeric_range)
        1    0.000    0.000    0.000    0.000 more.py:2350(islice_extended)
        1    0.000    0.000    0.000    0.000 more.py:241(peekable)
        1    0.000    0.000    0.000    0.000 more.py:2600(SequenceView)
        1    0.000    0.000    0.000    0.000 more.py:2645(seekable)
        1    0.000    0.000    0.000    0.000 more.py:2785(run_length)
        1    0.000    0.000    0.000    0.000 more.py:3154(time_limited)
        1    0.000    0.000    0.000    0.000 more.py:3500(AbortThread)
        1    0.000    0.000    0.000    0.000 more.py:3504(callback_iter)
        1    0.000    0.000    0.000    0.000 more.py:3900(countable)
        1    0.000    0.000    0.000    0.000 more.py:858(bucket)
        1    0.000    0.000    0.018    0.018 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1054(copyto)
    49153    0.008    0.000    0.008    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.000    0.000 mutation.py:2(<module>)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npdatetime_helpers.py:1(<module>)
        1    0.000    0.000    0.021    0.021 npydecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npydecl.py:1017(MatMul)
        1    0.000    0.000    0.000    0.000 npydecl.py:1042(NdEnumerate)
        1    0.000    0.000    0.000    0.000 npydecl.py:1054(NdIter)
        1    0.000    0.000    0.000    0.000 npydecl.py:1073(NdIndex)
        1    0.000    0.000    0.000    0.000 npydecl.py:1097(Round)
        1    0.000    0.000    0.000    0.000 npydecl.py:1129(Where)
        1    0.000    0.000    0.000    0.000 npydecl.py:1167(Sinc)
        1    0.000    0.000    0.000    0.000 npydecl.py:1181(Angle)
        1    0.000    0.000    0.000    0.000 npydecl.py:1205(DiagCtor)
        1    0.000    0.000    0.000    0.000 npydecl.py:1224(Take)
        1    0.000    0.000    0.000    0.000 npydecl.py:1247(NumbaCArray)
        1    0.000    0.000    0.000    0.000 npydecl.py:1287(NumbaFArray)
        1    0.000    0.000    0.000    0.000 npydecl.py:168(NumpyRulesArrayOperator)
        3    0.000    0.000    0.002    0.001 npydecl.py:194(install_operations)
        1    0.000    0.000    0.000    0.000 npydecl.py:227(NumpyRulesInplaceArrayOperator)
        1    0.000    0.000    0.000    0.000 npydecl.py:24(Numpy_rules_ufunc)
        1    0.000    0.000    0.000    0.000 npydecl.py:259(NumpyRulesUnaryArrayOperator)
       84    0.000    0.000    0.002    0.000 npydecl.py:326(_numpy_ufunc)
       84    0.000    0.000    0.000    0.000 npydecl.py:328(typing_class)
        1    0.000    0.000    0.000    0.000 npydecl.py:340(<listcomp>)
        1    0.000    0.000    0.000    0.000 npydecl.py:345(<listcomp>)
        1    0.000    0.000    0.000    0.000 npydecl.py:346(<listcomp>)
        1    0.000    0.000    0.000    0.000 npydecl.py:368(Numpy_method_redirection)
       13    0.000    0.000    0.011    0.001 npydecl.py:412(_numpy_redirect)
       13    0.000    0.000    0.000    0.000 npydecl.py:428(<genexpr>)
        1    0.000    0.000    0.000    0.000 npydecl.py:437(register_number_classes)
        1    0.000    0.000    0.000    0.000 npydecl.py:513(NpArray)
        1    0.000    0.000    0.000    0.000 npydecl.py:533(NdConstructor)
        1    0.000    0.000    0.000    0.000 npydecl.py:555(NdConstructorLike)
        1    0.000    0.000    0.000    0.000 npydecl.py:585(NdFull)
        1    0.000    0.000    0.000    0.000 npydecl.py:601(NdFullLike)
        1    0.000    0.000    0.000    0.000 npydecl.py:625(NdIdentity)
        1    0.000    0.000    0.000    0.000 npydecl.py:647(NdLinspace)
        1    0.000    0.000    0.000    0.000 npydecl.py:671(NdFromBuffer)
        1    0.000    0.000    0.000    0.000 npydecl.py:690(NdSort)
        1    0.000    0.000    0.000    0.000 npydecl.py:701(AsFortranArray)
        1    0.000    0.000    0.000    0.000 npydecl.py:712(AsContiguousArray)
        1    0.000    0.000    0.000    0.000 npydecl.py:723(NdCopy)
        1    0.000    0.000    0.000    0.000 npydecl.py:735(NdExpandDims)
        1    0.000    0.000    0.000    0.000 npydecl.py:750(BaseAtLeastNdTemplate)
        1    0.000    0.000    0.000    0.000 npydecl.py:765(NdAtLeast1d)
        1    0.000    0.000    0.000    0.000 npydecl.py:772(NdAtLeast2d)
        1    0.000    0.000    0.000    0.000 npydecl.py:779(NdAtLeast3d)
        1    0.000    0.000    0.000    0.000 npydecl.py:821(NdConcatenate)
        1    0.000    0.000    0.000    0.000 npydecl.py:843(NdStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:866(BaseStackTemplate)
        1    0.000    0.000    0.000    0.000 npydecl.py:881(NdStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:886(NdStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:891(NdStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:907(NdColumnStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:927(MatMulTyperMixin)
        1    0.000    0.000    0.000    0.000 npydecl.py:981(Dot)
        1    0.000    0.000    0.000    0.000 npydecl.py:994(VDot)
        1    0.000    0.000    0.011    0.011 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.001    0.001 npytypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npytypes.py:14(CharSeq)
        1    0.000    0.000    0.000    0.000 npytypes.py:233(DType)
        1    0.000    0.000    0.000    0.000 npytypes.py:261(NumpyFlatType)
        1    0.000    0.000    0.000    0.000 npytypes.py:278(NumpyNdEnumerateType)
        1    0.000    0.000    0.000    0.000 npytypes.py:295(NumpyNdIterType)
        1    0.000    0.000    0.000    0.000 npytypes.py:34(UnicodeCharSeq)
        1    0.000    0.000    0.000    0.000 npytypes.py:401(NumpyNdIndexType)
        1    0.000    0.000    0.000    0.000 npytypes.py:418(Array)
        1    0.000    0.000    0.000    0.000 npytypes.py:500(ArrayCTypes)
        1    0.000    0.000    0.000    0.000 npytypes.py:534(ArrayFlags)
        1    0.000    0.000    0.000    0.000 npytypes.py:548(NestedArray)
        1    0.000    0.000    0.000    0.000 npytypes.py:67(Record)
        1    0.000    0.000    0.004    0.004 nrt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nrt.py:15(_Runtime)
        1    0.000    0.000    0.000    0.000 nrt.py:16(__init__)
        1    0.000    0.000    0.038    0.038 nrt.py:19(initialize)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:1(<module>)
        2    0.000    0.000    0.000    0.000 nrtdynmod.py:111(_define_atomic_inc_dec)
        1    0.000    0.000    0.001    0.001 nrtdynmod.py:138(_define_atomic_cas)
        1    0.000    0.000    0.001    0.001 nrtdynmod.py:165(_define_nrt_unresolved_abort)
        1    0.000    0.000    0.003    0.003 nrtdynmod.py:181(create_nrt_module)
        1    0.000    0.000    0.037    0.037 nrtdynmod.py:205(compile_nrt_functions)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:27(_define_nrt_meminfo_data)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:41(_define_nrt_incref)
        1    0.000    0.000    0.001    0.001 nrtdynmod.py:63(_define_nrt_decref)
        1    0.000    0.000    0.002    0.002 nrtopt.py:1(<module>)
     2656    0.004    0.000    0.005    0.000 ntpath.py:124(splitdrive)
      204    0.001    0.000    0.002    0.000 ntpath.py:180(split)
      148    0.000    0.000    0.001    0.000 ntpath.py:203(splitext)
       74    0.000    0.000    0.001    0.000 ntpath.py:214(basename)
      117    0.000    0.000    0.001    0.000 ntpath.py:221(dirname)
      254    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
       40    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
       26    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
        3    0.000    0.000    0.000    0.000 ntpath.py:524(abspath)
        1    0.000    0.000    0.000    0.000 ntpath.py:537(_readlink_deep)
        1    0.000    0.000    0.000    0.000 ntpath.py:579(_getfinalpathname_nonstrict)
       50    0.000    0.000    0.000    0.000 ntpath.py:61(isabs)
       10    0.000    0.000    0.002    0.000 ntpath.py:625(realpath)
     1187    0.002    0.000    0.006    0.000 ntpath.py:77(join)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.001    0.001    0.001    0.001 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:4(<module>)
        1    0.000    0.000    0.014    0.014 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:148(ones)
        9    0.000    0.000    0.000    0.000 numeric.py:2388(_array_equal_dispatcher)
        9    0.000    0.000    0.000    0.000 numeric.py:2392(array_equal)
        6    0.000    0.000    0.000    0.000 numeric.py:2521(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.005    0.005 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:427(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:443(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        1    0.000    0.000    0.011    0.011 numpy_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_support.py:309(UFuncLoopSpec)
        1    0.000    0.000    0.000    0.000 object_file.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_file.py:32(ObjectFileRef)
        1    0.000    0.000    0.000    0.000 object_file.py:6(SectionIteratorRef)
        1    0.000    0.000    0.001    0.001 object_mode_passes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:13(__init__)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:64(ObjectModeBackEnd)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:69(__init__)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:9(ObjectModeFrontEnd)
        2    0.000    0.000    0.002    0.001 options.py:1(<module>)
        1    0.000    0.000    0.000    0.000 options.py:10(TargetOptions)
        2    0.000    0.000    0.000    0.000 options.py:103(<dictcomp>)
        1    0.000    0.000    0.000    0.000 options.py:14(Mapping)
       15    0.000    0.000    0.000    0.000 options.py:15(__init__)
        1    0.000    0.000    0.000    0.000 options.py:72(DefaultOptions)
        2    0.000    0.000    0.000    0.000 options.py:95(include_default_options)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:1084(__init__)
        1    0.000    0.000    0.000    0.000 os.py:1100(add_dll_directory)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
      287    0.000    0.000    0.001    0.000 os.py:674(__getitem__)
        3    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
      275    0.000    0.000    0.000    0.000 os.py:697(__iter__)
        4    0.000    0.000    0.001    0.000 os.py:711(copy)
      295    0.000    0.000    0.000    0.000 os.py:740(check_str)
      292    0.000    0.000    0.000    0.000 os.py:746(encodekey)
        1    0.000    0.000    0.000    0.000 overload_glue.py:1(<module>)
       74    0.000    0.000    0.003    0.000 overload_glue.py:128(_build)
        1    0.000    0.000    0.000    0.000 overload_glue.py:13(_OverloadWrapper)
       37    0.000    0.000    0.002    0.000 overload_glue.py:18(__init__)
        1    0.000    0.000    0.000    0.000 overload_glue.py:183(_Gluer)
        1    0.000    0.000    0.000    0.000 overload_glue.py:186(__init__)
       37    0.000    0.000    0.002    0.000 overload_glue.py:196(__call__)
       37    0.000    0.000    0.000    0.000 overload_glue.py:220(add_no_defer)
       37    0.000    0.000    0.002    0.000 overload_glue.py:239(glue_typing)
       37    0.000    0.000    0.000    0.000 overload_glue.py:72(wrap_typing)
       37    0.000    0.000    0.002    0.000 overload_glue.py:82(inner)
        1    0.000    0.000    0.016    0.016 overrides.py:1(<module>)
       79    0.000    0.000    0.000    0.000 overrides.py:115(set_module)
       79    0.000    0.000    0.000    0.000 overrides.py:126(decorator)
      320    0.000    0.000    0.000    0.000 overrides.py:145(array_function_dispatch)
      320    0.001    0.000    0.024    0.000 overrides.py:187(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:223(array_function_from_dispatcher)
       23    0.000    0.000    0.001    0.000 overrides.py:227(decorator)
       13    0.000    0.000    0.000    0.000 overrides.py:28(set_array_function_like_doc)
      290    0.001    0.000    0.004    0.000 overrides.py:93(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 packer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 packer.py:132(argument_types)
        1    0.000    0.000    0.000    0.000 packer.py:137(<genexpr>)
        1    0.000    0.000    0.000    0.000 packer.py:140(_flatten)
        1    0.000    0.000    0.000    0.000 packer.py:144(rec)
        1    0.000    0.000    0.000    0.000 packer.py:159(_Unflattener)
        1    0.000    0.000    0.000    0.000 packer.py:167(__init__)
        1    0.000    0.000    0.000    0.000 packer.py:170(_build_unflatten_code)
        1    0.000    0.000    0.000    0.000 packer.py:175(rec)
        1    0.000    0.000    0.000    0.000 packer.py:60(ArgPacker)
        1    0.000    0.000    0.000    0.000 packer.py:7(DataPacker)
        1    0.000    0.000    0.000    0.000 packer.py:73(__init__)
        1    0.000    0.000    0.006    0.006 parallel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parallel.py:177(ParallelUFuncBuilder)
        1    0.000    0.000    0.000    0.000 parallel.py:207(ParallelGUFuncBuilder)
        1    0.000    0.000    0.000    0.000 parallel.py:279(_nop)
        1    0.000    0.000    0.000    0.000 parallel.py:37(get_thread_count)
        1    0.000    0.000    0.000    0.000 parallel.py:536(gen_snt_check)
        1    0.000    0.000    0.000    0.000 parfor.py:119(internal_prange)
        1    0.000    0.000    0.000    0.000 parfor.py:1386(PreParforPass)
        1    0.000    0.000    0.000    0.000 parfor.py:1551(ParforPassStates)
        1    0.000    0.000    0.000    0.000 parfor.py:1581(ConvertInplaceBinop)
        1    0.000    0.000    0.000    0.000 parfor.py:1703(ConvertSetItemPass)
        1    0.000    0.000    0.000    0.000 parfor.py:1910(ConvertNumpyPass)
        1    0.000    0.000    0.000    0.000 parfor.py:2131(ConvertReducePass)
        1    0.000    0.000    0.000    0.000 parfor.py:2281(ConvertLoopPass)
        1    0.000    0.000    0.000    0.000 parfor.py:2777(ParforPass)
        1    0.000    0.000    0.000    0.000 parfor.py:4666(ReduceInfer)
        1    0.000    0.000    0.000    0.000 parfor.py:489(LoopNest)
        1    0.000    0.000    0.000    0.000 parfor.py:518(Parfor)
        1    0.000    0.000    0.033    0.033 parfor.py:6(<module>)
        1    0.000    0.000    0.000    0.000 parfor.py:665(ParforDiagnostics)
        1    0.000    0.000    0.000    0.000 parfor.py:669(__init__)
        1    0.000    0.000    0.000    0.000 parfor.py:701(has_setup)
        1    0.000    0.000    0.038    0.038 parfor_lowering.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parfor_lowering_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parfor_lowering_utils.py:11(ParforLoweringBuilder)
